date,open,high,low,close,volume,trading_value_billion,market_pe,daily_change_pts,daily_change_pct,volume_ma20,value_ma20
2023-03-08,1136.61,1145.38,1127.2,1139.4,908476592,22384.24,13.82,2.43,0.21,929796090.0,22670.16
2023-03-09,1152.32,1159.3,1138.72,1149.34,815452668,21248.01,13.52,9.94,0.87,919972388.0,22544.85
2023-03-10,1144.4,1149.34,1141.47,1145.87,869583459,19332.16,13.61,-3.47,-0.3,917071409.0,22296.31
2023-03-13,1134.19,1138.65,1130.81,1134.0,863962793,23521.2,13.62,-11.87,-1.04,915882441.0,22490.36
2023-03-14,1149.41,1153.33,1138.95,1147.26,945124494,23981.36,13.85,13.26,1.17,916540494.0,22411.98
2023-03-15,1147.57,1149.83,1140.18,1143.71,1041701195,25854.8,13.93,-3.55,-0.31,929053823.0,22713.53
2023-03-16,1141.13,1146.31,1138.78,1142.63,896373012,20005.37,13.85,-1.08,-0.09,926592402.0,22517.48
2023-03-17,1158.75,1164.17,1137.46,1150.99,916303789,23979.96,13.64,8.36,0.73,924461062.0,22649.26
2023-03-20,1149.31,1160.14,1143.87,1154.1,961003367,24276.07,13.64,3.11,0.27,928399008.0,22822.56
2023-03-21,1149.76,1159.13,1144.51,1154.06,986626858,24694.99,14.03,-0.04,-0.0,922710643.0,22563.38
2023-03-22,1142.99,1147.56,1140.47,1143.96,938659589,21068.92,13.96,-10.1,-0.88,925125783.0,22515.9
2023-03-23,1150.6,1153.13,1144.38,1147.63,660795311,16690.53,13.62,3.67,0.32,910510190.0,22172.14
2023-03-24,1151.49,1160.0,1141.52,1151.92,983714272,25956.13,13.78,4.29,0.37,910125193.0,22305.19
2023-03-27,1158.68,1166.3,1145.99,1156.2,974725590,25090.19,14.03,4.28,0.37,917003282.0,22514.06
2023-03-28,1152.99,1157.01,1142.19,1147.85,918490038,21899.7,13.78,-8.35,-0.72,912372716.0,22427.42
2023-03-29,1151.17,1156.28,1139.29,1149.95,910927571,21478.5,13.8,2.1,0.18,907352778.0,22379.44
2023-03-30,1143.02,1155.22,1136.28,1144.72,977549722,25698.95,14.03,-5.23,-0.45,909033988.0,22402.3
2023-03-31,1147.28,1149.27,1140.31,1144.45,1019360428,27651.33,13.48,-0.27,-0.02,918216980.0,22837.89
2023-04-03,1154.55,1162.05,1152.17,1156.73,1005071492,22483.88,13.76,12.28,1.07,921772208.0,22796.16
2023-04-04,1155.41,1166.71,1152.08,1160.18,944900251,20915.58,13.89,3.45,0.3,926940125.0,22910.59
2023-04-05,1152.58,1154.72,1148.39,1151.77,867283318,20385.45,14.11,-8.41,-0.72,924880461.0,22810.65
2023-04-06,1154.25,1168.13,1148.35,1158.34,959577748,22275.86,14.09,6.57,0.57,932086715.0,22862.05
2023-04-07,1153.43,1158.94,1150.27,1154.57,955515305,23227.14,13.86,-3.77,-0.33,936383307.0,23056.8
2023-04-10,1152.91,1155.77,1142.11,1148.57,970972125,22589.42,13.74,-6.0,-0.52,941733774.0,23010.21
2023-04-11,1152.81,1157.66,1149.28,1154.61,888045082,24265.89,14.04,6.04,0.53,938879803.0,23024.43
2023-04-12,1163.66,1167.51,1156.09,1161.64,926726961,23579.84,14.09,7.03,0.61,933131091.0,22910.68
2023-04-13,1151.28,1154.81,1146.59,1152.13,877913780,19880.53,14.05,-9.51,-0.82,932208130.0,22904.44
2023-04-14,1160.48,1166.37,1157.71,1161.63,820835951,20685.76,14.0,9.5,0.82,927434738.0,22739.73
2023-04-17,1137.06,1142.74,1131.96,1136.38,838783400,21221.31,13.2,-25.25,-2.17,921323740.0,22587.0
2023-04-18,1158.7,1163.0,1150.05,1156.86,867760270,19591.52,13.83,20.48,1.8,915380410.0,22331.82
2023-04-19,1153.85,1159.09,1148.63,1152.24,984559833,24690.86,13.97,-4.62,-0.4,917675422.0,22512.92
2023-04-20,1147.88,1152.55,1146.3,1149.67,837219645,18780.66,13.78,-2.57,-0.22,926496639.0,22617.42
2023-04-21,1151.94,1156.1,1145.33,1151.73,807405955,18506.68,13.91,2.06,0.18,917681223.0,22244.95
2023-04-24,1136.29,1143.36,1134.31,1138.94,992289877,26583.77,13.66,-12.79,-1.11,918559438.0,22319.63
2023-04-25,1154.01,1159.49,1141.87,1149.19,946846050,23186.13,13.81,10.25,0.9,919977238.0,22383.95
2023-04-26,1147.31,1160.27,1143.01,1152.26,752949876,19835.22,13.76,3.07,0.27,912078353.0,22301.79
2023-04-27,1160.52,1166.51,1150.26,1158.56,832442740,19227.33,13.96,6.3,0.55,904823004.0,21978.21
2023-04-28,1144.72,1151.57,1140.95,1146.13,910524419,23673.12,13.71,-12.43,-1.07,899381204.0,21779.3
2023-05-01,1142.95,1151.97,1136.35,1143.9,834953775,20383.21,13.85,-2.23,-0.19,890875318.0,21674.26
2023-05-02,1148.57,1153.56,1134.35,1145.21,680043911,17176.5,13.63,1.31,0.11,877632501.0,21487.31
2023-05-03,1153.05,1160.76,1142.46,1153.16,754250124,19563.01,13.91,7.95,0.69,871980841.0,21446.19
2023-05-04,1153.11,1156.4,1141.27,1149.05,823753876,20352.92,13.74,-4.11,-0.36,865189648.0,21350.04
2023-05-05,1144.19,1149.72,1138.46,1143.27,883252685,20225.94,13.42,-5.78,-0.5,861576517.0,21199.98
2023-05-08,1151.77,1157.11,1143.96,1148.88,873424686,19844.04,13.67,5.61,0.49,856699145.0,21062.71
2023-05-09,1141.95,1155.51,1137.57,1145.69,784369752,18709.98,13.53,-3.19,-0.28,851515378.0,20784.92
2023-05-10,1151.99,1158.9,1142.81,1150.21,704538595,16149.37,13.88,4.52,0.39,840405960.0,20413.39
2023-05-11,1139.42,1143.59,1135.49,1139.44,795526016,20062.73,13.68,-10.77,-0.94,836286572.0,20422.5
2023-05-12,1139.33,1148.23,1134.28,1140.91,762186941,20694.39,13.54,1.47,0.13,833354121.0,20422.93
2023-05-15,1140.8,1142.21,1136.31,1139.71,757942660,16848.04,13.32,-1.2,-0.11,829312084.0,20204.27
2023-05-16,1128.99,1138.37,1126.6,1132.45,756133130,20244.37,13.56,-7.26,-0.64,823730727.0,20236.91
2023-05-17,1143.51,1148.72,1135.69,1142.14,826979796,19111.66,13.5,9.69,0.86,815851725.0,19957.95
2023-05-18,1145.47,1152.02,1135.49,1141.04,817524578,18782.07,13.62,-1.1,-0.1,814866972.0,19958.02
2023-05-19,1140.6,1148.93,1127.58,1138.59,917323613,24564.99,13.59,-2.45,-0.21,820362855.0,20260.94
2023-05-22,1135.31,1140.89,1126.45,1136.21,632318020,16202.43,13.66,-2.38,-0.21,802364262.0,19741.87
2023-05-23,1130.46,1134.92,1123.92,1128.15,706755339,18933.37,13.47,-8.06,-0.71,790359727.0,19529.23
2023-05-24,1137.02,1142.42,1122.65,1133.12,570581466,14647.83,13.36,4.97,0.44,781241306.0,19269.86
2023-05-25,1131.6,1143.42,1121.48,1132.57,686887332,17168.54,13.51,-0.55,-0.05,773963536.0,19166.93
2023-05-26,1128.36,1131.62,1125.82,1128.77,621662962,15210.73,13.66,-3.8,-0.34,759520463.0,18743.81
2023-05-29,1129.67,1136.01,1127.63,1131.54,817485428,20770.01,13.63,2.77,0.25,758647046.0,18763.15
2023-05-30,1132.79,1139.81,1125.45,1133.85,643503812,15364.85,13.51,2.31,0.2,756820041.0,18672.56
2023-05-31,1141.45,1147.13,1135.29,1141.63,784382263,20763.71,13.74,7.78,0.69,758326648.0,18732.6
2023-06-01,1130.21,1141.54,1124.94,1130.22,647307503,17541.19,13.51,-11.41,-1.0,749504329.0,18592.01
2023-06-02,1128.43,1134.47,1126.3,1129.56,526059366,12397.54,13.43,-0.66,-0.06,731644663.0,18200.59
2023-06-05,1125.56,1133.12,1120.79,1126.4,776729198,18252.69,13.5,-3.16,-0.28,726809888.0,18121.02
2023-06-06,1114.99,1118.54,1109.46,1114.14,658174630,17046.56,12.98,-12.26,-1.09,720500132.0,18037.85
2023-06-07,1126.84,1128.5,1121.02,1124.28,755825948,18915.49,13.34,10.14,0.91,723064500.0,18176.16
2023-06-08,1123.67,1127.5,1118.77,1123.57,642347489,14937.43,13.34,-0.71,-0.06,715405574.0,17919.89
2023-06-09,1139.06,1141.91,1132.3,1136.74,610942683,14236.67,13.68,13.17,1.17,707843361.0,17597.01
2023-06-12,1116.84,1126.84,1108.52,1119.54,573749171,14591.14,13.31,-17.2,-1.51,698633686.0,17484.16
2023-06-13,1123.93,1128.13,1116.39,1121.22,594095646,13382.85,13.37,1.68,0.15,690531812.0,17141.09
2023-06-14,1118.16,1121.7,1114.21,1117.91,572762489,14473.49,13.04,-3.31,-0.3,677820947.0,16909.18
2023-06-15,1113.69,1119.15,1104.9,1109.8,497597261,12911.05,12.81,-8.11,-0.73,661824581.0,16615.63
2023-06-16,1120.98,1133.64,1116.48,1122.34,653203173,15355.42,13.56,12.54,1.13,648618559.0,16155.15
2023-06-19,1116.08,1121.27,1113.69,1118.67,515018056,12335.96,13.15,-3.67,-0.33,642753561.0,15961.83
2023-06-20,1119.34,1121.35,1115.05,1117.55,617342373,16569.74,13.0,-1.12,-0.1,638282912.0,15843.64
2023-06-21,1105.13,1114.1,1099.16,1106.0,649966597,16911.21,13.33,-11.55,-1.03,642252169.0,15956.81
2023-06-22,1120.32,1122.85,1111.61,1118.5,633367418,14634.04,13.11,12.5,1.13,639576173.0,15830.09
2023-06-23,1101.13,1105.18,1093.49,1100.3,691465335,18237.38,12.75,-18.2,-1.63,643066292.0,15981.42
2023-06-26,1106.69,1118.71,1101.74,1110.85,679651855,16899.73,13.14,10.55,0.96,636174613.0,15787.91
2023-06-27,1113.87,1124.35,1109.86,1119.08,619348362,16039.94,13.35,8.23,0.74,634966841.0,15821.66
2023-06-28,1098.16,1101.58,1095.73,1098.6,428788415,10369.56,12.98,-20.48,-1.83,617187148.0,15301.95
2023-06-29,1103.34,1106.69,1093.21,1099.74,592618329,15812.74,12.93,1.14,0.1,614452690.0,15215.53
2023-06-30,1105.65,1108.64,1098.99,1102.33,643066217,17217.66,12.93,2.59,0.24,620303032.0,15456.54
2023-07-03,1094.28,1108.32,1089.64,1097.3,471733787,12181.22,12.83,-5.03,-0.46,605053262.0,15152.96
2023-07-04,1093.08,1097.42,1083.25,1089.6,562194943,14242.87,12.87,-7.7,-0.7,600254277.0,15012.78
2023-07-05,1095.87,1104.44,1089.16,1097.9,532096783,11905.64,12.75,8.3,0.76,589067819.0,14662.29
2023-07-06,1088.81,1092.16,1085.03,1089.69,554039682,13139.04,12.83,-8.21,-0.75,584652429.0,14572.37
2023-07-07,1099.33,1104.04,1092.7,1097.49,600945819,15369.85,12.69,7.8,0.72,584152586.0,14629.03
2023-07-10,1086.31,1090.58,1082.44,1087.71,567901022,15566.3,12.67,-9.78,-0.89,583860178.0,14677.78
2023-07-11,1100.31,1104.71,1097.59,1101.11,578689953,12929.44,12.86,13.4,1.23,583089893.0,14655.11
2023-07-12,1087.43,1095.22,1077.13,1085.69,629161866,15665.33,12.46,-15.42,-1.4,585909862.0,14714.71
2023-07-13,1084.83,1091.55,1078.87,1087.04,511551112,12419.29,12.53,1.35,0.12,586607555.0,14690.12
2023-07-14,1085.9,1103.26,1081.38,1092.45,505140967,11166.42,12.41,5.41,0.5,579204445.0,14480.67
2023-07-17,1080.21,1084.91,1075.1,1078.78,471096155,11783.89,12.56,-13.67,-1.25,577008350.0,14453.06
2023-07-18,1087.91,1094.35,1081.64,1086.13,514746436,13411.96,12.56,7.35,0.68,571878553.0,14295.18
2023-07-19,1090.87,1097.23,1085.1,1091.21,572806539,15611.46,12.81,5.08,0.47,568020550.0,14230.19
2023-07-20,1070.39,1079.95,1062.17,1072.33,604277934,13421.83,12.38,-18.88,-1.73,566566076.0,14169.58
2023-07-21,1082.98,1091.12,1070.99,1081.71,572418027,14526.04,12.73,9.38,0.87,560613710.0,13984.01
2023-07-24,1082.25,1084.57,1078.07,1080.79,711838058,15823.59,12.62,-0.92,-0.09,562223020.0,13930.2
2023-07-25,1081.69,1087.06,1079.97,1082.56,487261552,11514.45,12.82,1.77,0.16,555618680.0,13703.93
2023-07-26,1066.82,1076.07,1062.64,1069.1,647231775,15182.6,12.5,-13.46,-1.24,566540848.0,13944.58
2023-07-27,1065.24,1069.56,1062.63,1067.25,602079965,14510.53,12.56,-1.85,-0.17,567013930.0,13879.47
2023-07-28,1077.48,1080.33,1071.84,1076.98,591332836,13145.76,12.86,9.73,0.91,564427261.0,13675.88
2023-07-31,1082.36,1086.83,1065.77,1074.32,672880446,17571.87,12.76,-2.66,-0.25,574484594.0,13945.41
2023-08-01,1072.97,1082.88,1066.28,1072.74,474630409,11588.92,12.16,-1.58,-0.15,570106367.0,13812.71
2023-08-02,1070.37,1082.25,1065.91,1072.02,577050056,14744.76,12.42,-0.72,-0.07,572354030.0,13954.67
2023-08-03,1067.27,1071.17,1057.82,1064.59,549050800,14359.18,12.36,-7.43,-0.69,572104586.0,14015.67
2023-08-04,1071.74,1077.07,1061.12,1068.81,481732917,12042.19,12.47,4.22,0.4,566143941.0,13849.29
2023-08-07,1067.37,1081.69,1061.27,1067.94,599434343,15883.7,12.28,-0.87,-0.08,567720607.0,13865.16
2023-08-08,1061.57,1065.47,1054.64,1060.67,754317162,18704.04,12.41,-7.27,-0.68,576501968.0,14153.89
2023-08-09,1077.34,1080.6,1068.79,1074.95,676489289,15478.34,12.6,14.28,1.35,578868339.0,14144.54
2023-08-10,1066.09,1069.49,1060.14,1065.41,679568685,15713.12,12.27,-9.54,-0.89,587269218.0,14309.23
2023-08-11,1051.51,1062.76,1046.39,1054.25,675674351,16924.46,12.05,-11.16,-1.05,595795887.0,14597.13
2023-08-14,1066.01,1068.15,1062.09,1064.2,467557986,10669.15,12.15,9.95,0.94,595618978.0,14541.4
2023-08-15,1051.88,1060.29,1045.77,1053.28,725491229,19496.91,12.06,-10.92,-1.03,606156218.0,14845.64
2023-08-16,1064.32,1069.62,1055.76,1062.75,684626342,15411.93,12.2,9.47,0.9,611747208.0,14835.67
2023-08-17,1059.36,1071.25,1055.63,1063.9,718815898,18030.51,12.61,1.15,0.11,617474106.0,15066.1
2023-08-18,1048.12,1059.56,1041.63,1050.97,599200035,13436.35,12.28,-12.93,-1.22,618813207.0,15011.62
2023-08-21,1060.96,1063.84,1056.17,1060.64,611319281,14929.09,12.47,9.67,0.92,613787268.0,14966.89
2023-08-22,1054.22,1060.07,1052.24,1056.33,647296701,16859.59,11.97,-4.31,-0.41,621789025.0,15234.15
2023-08-23,1057.76,1071.65,1046.27,1057.8,711376606,16113.28,12.29,1.47,0.14,624996267.0,15280.68
2023-08-24,1064.95,1071.09,1057.66,1063.29,518379469,12437.11,12.35,5.49,0.52,620811242.0,15177.01
2023-08-25,1050.94,1053.1,1045.93,1049.51,635017572,15013.71,11.79,-13.78,-1.3,622995479.0,15270.41
2023-08-28,1048.82,1053.68,1036.11,1045.55,599479870,15834.98,12.05,-3.96,-0.38,619325450.0,15183.57
2023-08-29,1041.93,1050.3,1039.17,1043.86,632159159,15426.38,12.22,-1.69,-0.16,627201888.0,15375.44
2023-08-30,1046.52,1053.65,1037.21,1043.45,671487648,17198.98,11.87,-0.41,-0.04,631923767.0,15498.15
2023-08-31,1045.37,1053.81,1040.42,1047.07,575249187,15522.75,11.89,3.62,0.35,633233686.0,15556.33
2023-09-01,1047.53,1052.93,1042.74,1048.78,609142568,13611.04,12.04,1.71,0.16,639604169.0,15634.77
2023-09-04,1045.25,1054.66,1037.66,1047.63,716027075,15838.54,11.98,-1.15,-0.11,645433806.0,15632.51
2023-09-05,1056.49,1061.06,1041.84,1050.21,654269608,15330.1,11.98,2.58,0.25,640431428.0,15463.82
2023-09-06,1048.69,1056.23,1037.73,1044.62,692568795,17003.69,11.77,-5.59,-0.53,641235403.0,15540.08
2023-09-07,1048.96,1063.64,1043.57,1052.59,641084097,14988.75,12.03,7.97,0.76,639311174.0,15503.86
2023-09-08,1037.33,1051.42,1032.15,1041.65,715753569,16012.96,12.02,-10.94,-1.04,641315135.0,15458.29
2023-09-11,1060.07,1067.54,1053.31,1058.95,586440753,15951.97,12.21,17.3,1.66,647259273.0,15722.43
2023-09-12,1045.51,1056.35,1036.75,1045.81,743649241,16614.98,12.3,-13.14,-1.24,648167174.0,15578.33
2023-09-13,1033.19,1044.91,1029.67,1036.37,650269104,15230.87,11.92,-9.44,-0.9,646449312.0,15569.28
2023-09-14,1033.96,1038.43,1029.28,1034.58,732880170,19668.82,11.76,-1.79,-0.17,647152525.0,15651.2
2023-09-15,1047.5,1050.99,1034.3,1043.42,708684025,19134.97,11.84,8.84,0.85,652626725.0,15936.13
2023-09-18,1040.95,1045.84,1033.8,1038.75,686033038,18019.25,12.04,-4.67,-0.45,656362413.0,16090.64
2023-09-19,1040.4,1051.8,1033.64,1043.97,755754632,19264.34,12.17,5.22,0.5,661785309.0,16210.87
2023-09-20,1040.76,1050.39,1030.34,1042.15,772160744,20356.43,11.8,-1.82,-0.17,664824516.0,16423.03
2023-09-21,1036.52,1045.57,1031.3,1038.54,696313142,18742.62,11.79,-3.61,-0.35,673721200.0,16738.31
2023-09-22,1033.64,1039.4,1026.03,1033.59,748633978,20452.08,11.99,-4.95,-0.48,679402020.0,17010.22
2023-09-25,1031.34,1037.88,1022.28,1029.32,658241877,14526.96,11.67,-4.27,-0.41,682340120.0,16944.82
2023-09-26,1038.69,1042.91,1027.02,1035.5,775576146,17862.11,11.76,6.18,0.6,689510970.0,17066.61
2023-09-27,1046.82,1054.81,1033.44,1043.12,742383963,19687.28,11.65,7.62,0.74,693055786.0,17191.03
2023-09-28,1041.2,1044.93,1032.61,1039.11,693365662,17969.32,11.8,-4.01,-0.38,698961609.0,17313.35
2023-09-29,1026.81,1036.57,1022.91,1030.23,726899797,18985.56,11.42,-8.88,-0.85,704849471.0,17582.08
2023-10-02,1042.67,1047.29,1031.64,1038.65,818789126,20869.12,11.87,8.42,0.82,709987573.0,17833.61
2023-10-03,1041.37,1044.6,1036.29,1039.88,760858658,20241.68,11.97,1.23,0.12,715317026.0,18079.19
2023-10-04,1032.23,1038.07,1026.22,1032.25,719482970,15959.96,11.66,-7.63,-0.73,716662735.0,18027.0
2023-10-05,1040.87,1044.56,1031.25,1038.5,863828796,22163.62,11.97,6.25,0.61,727799970.0,18385.74
2023-10-06,1038.91,1044.7,1032.21,1037.99,801697572,19667.22,11.71,-0.51,-0.05,732097170.0,18568.46
2023-10-09,1036.73,1040.65,1022.32,1030.88,803604641,17865.04,11.59,-7.11,-0.68,742955364.0,18664.11
2023-10-10,1046.07,1051.31,1032.92,1040.02,865878709,22639.95,11.85,9.14,0.89,749066838.0,18965.36
2023-10-11,1040.57,1047.08,1029.2,1041.41,902063004,21242.11,11.84,1.39,0.13,761656532.0,19265.92
2023-10-12,1043.02,1051.41,1033.77,1044.75,819142485,18077.02,11.92,3.34,0.32,765969648.0,19186.33
2023-10-13,1042.52,1050.41,1037.72,1044.82,926981711,20639.05,11.85,0.07,0.01,776884533.0,19261.54
2023-10-16,1032.51,1042.86,1019.56,1030.52,840466732,22163.26,11.7,-14.3,-1.37,784606217.0,19468.74
2023-10-17,1034.75,1037.2,1028.65,1033.48,795859645,21148.02,11.78,2.96,0.29,786611468.0,19562.92
2023-10-18,1045.19,1047.85,1037.37,1042.55,938202337,25176.08,12.01,9.07,0.88,794913548.0,19803.9
2023-10-19,1041.6,1050.38,1035.99,1042.94,983612437,24895.8,11.89,0.39,0.04,809278512.0,20111.56
2023-10-20,1044.32,1052.59,1032.96,1043.38,1002258010,23358.51,12.06,0.44,0.04,821959714.0,20256.88
2023-10-23,1063.04,1068.68,1057.57,1063.87,910237984,23032.28,12.33,20.49,1.96,834559519.0,20682.15
2023-10-24,1039.62,1053.3,1035.24,1044.69,821999672,20220.13,11.78,-19.18,-1.8,836880696.0,20800.05
2023-10-25,1050.01,1051.21,1045.66,1048.62,868733842,20049.11,11.73,3.93,0.38,843198190.0,20818.14
2023-10-26,1048.44,1054.43,1042.2,1048.1,866413293,22885.63,11.92,-0.52,-0.05,851850571.0,21063.96
2023-10-27,1051.04,1054.31,1040.73,1046.9,833461675,21164.81,11.98,-1.2,-0.11,857178665.0,21172.92
2023-10-30,1043.22,1045.33,1037.66,1041.75,1052370873,28898.62,11.91,-5.15,-0.49,868857752.0,21574.4
2023-10-31,1048.34,1052.34,1045.03,1048.88,971098412,25177.84,12.02,7.13,0.68,879369740.0,21821.2
2023-11-01,1043.27,1046.89,1030.92,1040.41,870088688,20374.73,11.92,-8.47,-0.81,886900026.0,22041.94
2023-11-02,1042.38,1048.35,1040.18,1044.38,846116809,20332.01,11.64,3.97,0.38,886014427.0,21950.36
2023-11-03,1040.9,1047.54,1038.77,1043.68,898497827,24420.71,11.86,-0.7,-0.07,890854439.0,22188.04
2023-11-06,1049.8,1057.04,1040.73,1047.91,936625247,25106.56,12.14,4.23,0.41,897505470.0,22550.11
2023-11-07,1055.2,1068.13,1051.12,1062.16,832001277,18357.6,12.29,14.25,1.36,895811598.0,22335.99
2023-11-08,1038.03,1043.24,1031.76,1037.96,769967446,20027.2,11.97,-24.2,-2.28,889206820.0,22275.25
2023-11-09,1053.87,1064.23,1045.12,1054.21,834250672,19759.0,12.28,16.25,1.57,889962229.0,22359.35
2023-11-10,1043.93,1049.89,1030.44,1041.37,787020245,19834.56,11.81,-12.84,-1.22,882964156.0,22319.12
2023-11-13,1050.46,1055.57,1042.37,1049.21,847907994,20661.75,11.99,7.84,0.75,883336219.0,22244.05
2023-11-14,1058.56,1065.15,1055.84,1059.6,941566276,24012.73,12.21,10.39,0.99,890621551.0,22387.28
2023-11-15,1052.74,1058.32,1049.22,1054.51,1016994387,24413.22,12.39,-5.09,-0.48,894561153.0,22349.14
2023-11-16,1051.0,1055.35,1044.1,1048.74,938124041,20780.81,11.87,-5.77,-0.55,892286734.0,22143.39
2023-11-17,1049.26,1061.34,1045.78,1052.03,936514897,21427.59,12.05,3.29,0.31,888999578.0,22046.84
2023-11-20,1061.0,1065.64,1058.24,1061.55,937676427,25210.57,12.3,9.52,0.9,890371500.0,22155.76
2023-11-21,1051.29,1063.73,1043.89,1054.27,937917385,22622.86,12.21,-7.28,-0.69,896167386.0,22275.9
